IMAGE_ID,RAW_TEXT,PREDICTED_SKUs1,PREDICTED_SKUs2,PREDICTED_SKUs3,PREDICTED_SKUs4,PREDICTED_SKUs5,PREDICTED_SKUs6,PREDICTED_SKUs7,PREDICTED_SKUs8,PREDICTED_SKUs9,PREDICTED_SKUs10
00P4H00001lkrWrUAI_Image_Response_a0Z4H00000axbUQUAY,"HEETS | - | - PAREO | IQOS | the / | This product is not risk free and | contains nicotina, which is addictive | BEATIS | SELECTION | e. | IETS | NEETS | HEETS | Only for | TURQUOISE SELECTION | IQOS | 3 DUO & earlier devices | s | This product is not risk free | d | ve. | HEETS | DEDDEDD DDR | 2 FDDFDDFDDFD | Turquoise | DFDDFDD DDFD | 200's | DDFDDEDE DE | DOI | AED 144 | DDEDD | USD 40.00 | www.dubaidutyfree.com | DUBAI SEOULANO | and | TEREA | This | product | risk | free | which | addictive | Only | for | TURQUOISE | DUO | earlier | devices | not | DDFD | AED | 144 | USD | 40.00",BOND STREET BLUE SELECTION,PHILIP MORRIS SELECTION RED,PHILIP MORRIS SELECTION BLUE,BOND STREET ORIGINAL SELECTION,L&M RED,SG AZUL,NEXT RED,ASSOS RED,DIANA BLU,L&M STORM
00P4H00001mR2wVUAS_Image_Response_a0Z4H00000axbULUAY,I CARTONS | Smoking | ing | S | Dateboro | seriously harms | you and others | around you | gold | Smoking | king | Marlboro | seriously harms | you and others | Is | around you | gold | CARTONS | Smoking | oking | MARLBORO | KIIIS | MS | جم | Gold | 400s | AED 233 | USD 64.72 | www.dubaidutyfree.com | seriously | harms | you | and | others | around | AED | 233 | USD | 64.72,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO,MARLBORO PRIME
00P4H00001mR2jdUAC_Image_Response_a0Z4H00000axbUMUAY,"Smoking may | reduce | the blood flow | and causes | impotence | SELECTED PREMIUM TOBACCOS | Smoke contains | benzene, | nitrosamines, | formaldehyde | and hydrogen | cyanide | BELECTEO PREMIUM TOBACCO | CONSIETENT FIRM TEA | SMOKING | EXI | SPERIENCE | FINISH | FROM | STARTTO | adidas | Smoking | kills | MARLBORO | Red | 200s | AED 123 | USD 34.17 | www.dubandutyfree.com | Smoking | Martboro | seriously harms | you and others | AZ | around you | white | Stopping | ng | smoking reduces | the risk of | harms | fatal heart and | others | Marlboro | lung diseases | d you | MARI BRO | may | the | blood | flow | and | causes | SELECTED | PREMIUM | Smoke | contains | hydrogen | TOBACCO | AED | 123 | USD | 34.17 | seriously | you | around | smoking | reduces | risk | fatal | heart | lung | diseases",MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000006B9PeUAK_Image_Response_a0Z4H00000axbURUAY,ARTON | OFFER | P | PARLIAMENT | Platinum | Smoking | ORIGINAL RECESSED™ FILTER | kills | RL | www.dubaidutyfree.com | ESTD 1931 | Pla | FIFTH AVENUE - NEW YORK | DAL | PARLIAMENT | Platinum Blue | 400's | AED 263 | USD 73.06 | ME | PA | RTON | P | Smoking | OFFER | seriously harms | PARLIAMENT | Platinum | you and others | SED FILTER | around you | ARL | ORIGINAL | FILTER | ESTD | 1931 | FIFTH | YORK | Blue | AED | 263 | USD | 73.06 | seriously | harms | you | and | others | around,CRAVEN A ORIGINAL,MARK TEN ORIGINAL,CHOICE FILTER,L&M ORIGINAL LABEL,LARK BLUE,NEXT BLUE,DERBY ROJO ORIGINAL,ASSOS BLUE,CHOICE ORIGINAL BLUE,L&M ORIGINAL LBL CFB
00P4H00001lkx0QUAQ_Image_Response_a0Z4H00000axbULUAY,SMOKE | SMELL | CONTROL | Smoking | CC | MOKE | MELL | NTAOL | Marboro | seriously harms | you and others | around you | VISTA | tropical splash | ASH | SMOKE | SMELL | CONTROL | Marlboro | Smoking | seriously harms | YOU and others | around you | VISTA | MARLBORO | DDF horn | Tropical | USD: $ 35.28 | DDF | 200s | king | Smoking | kills | Is | AED 127 | USD 35.28 | when pregnant | www.dubaidutyfree.com | Smok | Smoking | XILL | A | will WW | seriously | harms | you | and | others | around | tropical | splash | USD: | 35.28 | AED | 127 | USD | when,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO TROPICAL SPLASH,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN
00P4H00001mPyoyUAC_Image_Response_a0Z4H00000axbURUAY,"WSI | my | L&M | L&M | Smoking | seriously harms | MYERS | LIGGETT | you and others | FINE TOBACCOS | around you | FINELY CUT | L&M | Smoking | MYERS LIGGETT | seriously harms | you and others | FINE TOBACCOS | around you | FINELY CUT | QUALITYTOBACCOS | L&M | SINCE 1953 | НИЕГА CO. | Ligs M Myere | Лоп | BLUE LABEL | Made authority of Philip Moms Products S.A. Neuchatel, Switzerland | L&M | Smoking | seriously harms | you and others | FINE TOBACCOS | around you | FINELY | UT | L M | Blue | 200s | AED 95 | USD 26.39 | www.dubaidutyfree.com | seriously | harms | you | and | others | FINE | TOBACCOS | around | CUT | SINCE | 1953 | BLUE | LABEL | Made | authority | Products | S.A. | Switzerland | AED | USD | 26.39",LARK BLUE,NEXT BLUE,L&M RED,ASSOS BLUE,MERIT BLUE,L&M COOL,L&M LOFT,BELMONT BLUE,L&M GREEN,L&M STORM
00P4H00001mup7EUAQ_Image_Response_a0Z4H00000axbURUAY,"PURPLE WAVE | TESTS | S | IQ | 3 DUO & earlie | This product is not risk free a | e. | contains nicotine, which is addict | HEETS | for | in | PURPLE WAVE | Only for | ces | IQOS | 3 DUO & earlier devices | d | This product is not risk free and | ive. | contains nicotine, which is addictive. | HEETS | y for | Only for | S | PURPLE WAVE | IQOS | vices | 3 DUO & earlier devices | and mink from | HEETS | line, WHICH IS adidas | Purple Wave | 200's | a | AED 150 | USD 41.67 | www.dubaidutyfree.com | PURPLE | WAVE | This | product | not | risk | free | contains | nicotine, | which | Only | DUO | earlier | devices | and | addictive. | Purple | Wave | AED | 150 | USD | 41.67",L&M FORWARD,L&M FORWARD BLUE,L&M DOUBLE FORWARD,L&M RED LINE,L&M BLUE LINE,L&M GREEN LINE,L&M RED,LARK FF,SG AZUL,BRUNETTE ALPINE
00P4H00001mvArPUAU_Image_Response_a0Z4H00000axbUMUAY,Smokin | kills | SHUFFLE | random mix of flavors | Smoking | kills | SHUFFLE | random mix of flavors | Smoking | seriously harms | 6 | you and others | around you | SHUFFLE | random mix of flavors | when | Smoking | seriously harms | MARLBORO | around | u | Shuffle | ro | 200's | N | AED 132 | USD 36.67 | Smoking | ms | seriously harms | ers | you and others | ou | around you | random | mix | flavors | seriously | harms | you | and | others | AED | 132 | 36.67,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000001yG1JUAU_Image_Response_a0Z4H00000axbUJUAY,VELO | - | - - | BOOSE | DUNHILL | 2 | Smoke contains | Smoke contains | Smoking | benzene | hanzene | 3 | 3 CARTONS | Smoking | CARTONS | seriously | harms | Smoking | O | kills | Marlboro | you and | others | Man | around | go | gold | you | SELECTED FINI | FINE TOBACCOS | COS | 1..00 | gold | Smoki | 3 | Smoking | seriously | kills | Marlboro | harms | you and | others | around | gold | you | OS | OBA | D FINE | MARLBORO | Gold | DDF | 600's | AED 350 | USD 97.22 | www.dubardutyfree.com | UNDER | do not sell tobacco OF nicotine IN any Torm to minors. | 18 | Smaking | Smoke | contains | and | SELECTED | FINE | TOBACCOS | AED | 350 | USD | 97.22 | not | sell | tobacco | nicotine | any | minors.,DUNHILL RED,DUNHILL SPECIAL RESERVE,L&M COOL,L&M LOFT,LARK ONE,ASSOS RED,L&M STORM,MERIT ONE,SG FILTRO,ASSOS BLUE
00PdP000003m5V7UAI_Image_Response_a0Z4H00000axbUSUAY,SAMPLE | REMIUM TOBACCOS | алиг | - | TA | Smoking | seriously harms | РУВОГО | you and others | around you | SELECTED PREMIUM TOBACCOS | National | Smoking | kills | TOBACCOS | SELECTED PREMIUM | UI | Smoking | kills | MARLBORO | Red | 200's | AED 128 | USD 35.56 | www.dubaidutyfree.com | REMIUM | seriously | harms | you | and | others | around | SELECTED | PREMIUM | AED | 128 | USD | 35.56,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000003a2jHUAQ_Image_Response_a0Z4H00000axbUSUAY,TEREA | L&M | ave | Smoking | seriously harms | you and others | FINE TOBACCOS | around you | 3 CARTONS | FINELY CUT | LM | L&M | Smoking | kills | FINE TOBACCOS | FINELY CUT | LOM | 3 | you - - - - | حال و of المشح is | CARTONS | L&M | Smoking | seriously harms | you and others | FINE TOBACCOS | around you | FINELY CUT | LIM 3 CARTONS | L&M | Smoking | kills | L&M | 3 CARTONS | LA | Blue | 600's | AED 273 | USD 75.83 | www.dubaidulyfree.com | BLUE LABEL | seriously | harms | you | and | others | FINE | TOBACCOS | around | FINELY | CUT | AED | 273 | USD | 75.83 | BLUE | LABEL,NEXT BLUE,L&M RED,ASSOS BLUE,MERIT BLUE,L&M COOL,L&M LOFT,L&M GREEN,L&M STORM,MURATTI BLUE,NUMBER 7 BLUE
00P4H00001mPymWUAS_Image_Response_a0Z4H00000axbUOUAY,3PM | R | ARTONS | Smoking | kills | LECTED PR | SELECTED PREMIUM TOBACCOS | CARTONS | Smoking | kills | SE | SELECTED PREMIUM TOBACCOS | MARLBORO | Red | 600s | AED 335 | USD 93.06 | www.dubaidutyfree.com | S | LECTED | SELECTED | PREMIUM | TOBACCOS | AED | 335 | USD | 93.06,L&M RED,LARK FF,SG AZUL,LARK ONE,NEXT RED,ASSOS RED,L&M GREEN,L&M STORM,LARK BLUE,MERIT ONE
00PdP0000047CDcUAM_Image_Response_a0Z4H00000axbUSUAY,seriously harms | you and others | Smoking clogs | the arteries | and causes | heart attacks | and strokes | SELECTED PREMIUM TOBACCOS | Smoking | seriously harms | you and others | around you | SELECTED PREMIUM TOBACCOS | Murthorn | Smoking | kills | BELEC | D PREMIUM | MARLBORO | Red | 200's | AED 128 | USD 35.56 | www.dubaidutyfree.com | causes | I I | Smoking | 2 | LIME | FOR | and and | Marlboro | binesom fusion | Marlbor | SEAL | Marlbo | - | Marlboro | blossam fusion | boro | seriously | harms | you | and | others | clogs | the | arteries | heart | attacks | strokes | SELECTED | PREMIUM | around | TOBACCOS | AED | 128 | USD | 35.56 | fusion,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001mQ4qJUAS_Image_Response_a0Z4H00000axbUJUAY,SMOKING | LM | seriously harms | EM | was | you and others | the | around you | НИ | FINELY CUT | st | L&M | Smoking | kills | FINE TOBACCOS | FINELY CUT | L&M | L&M | Smoking | IM | kills | FINE TOBACCOS | FINELY CUT | L&M | L&M | Smoking | kills | FINE TOBACCOS | FINELY CUT | L&M | Blue | 200s | AED 95 | USD 26.39 | www.dubardutyfree.com | L&M | BLUE LABEL | Liggett Myer | L&M | Smoking | kills | FINE FINELY TOBACCOS CUT | ISAA | seriously | harms | you | and | others | around | FINELY | CUT | FINE | TOBACCOS | AED | USD | 26.39 | BLUE | LABEL,LARK BLUE,NEXT BLUE,L&M RED,ASSOS BLUE,MERIT BLUE,L&M COOL,L&M LOFT,L&M GREEN,MURATTI BLUE,NUMBER 7 BLUE
00P4H00001mPz8wUAC_Image_Response_a0Z4H00000axbUOUAY,TEREA AMBER | AED 144 | USD 40.00 | IQOS | TEREA | TEREA | AMBER | AMBER | Works only with IQOS ILUMA | Works only with IQOS ILUMA | TEREN | AMBER | Works only with IQO'S ILUMA | Works only with 100g ILUMA | TEREA | TEREAL | ud | AMBERRA | КИМПР 800 | TEREA | Works only with LUMA | JEREA | TEREAL | TANDE | Wordsonly WITHINGWILUMA | Works ILUMA | AED | 144 | USD | 40.00 | Works | only | with | ILUMA,MARLBORO AMBER,CHOICE AMBER BURST,MARLBORO AMBER BURST,MARLBORO DOUBLE FUSION AMBER,BENSON & HEDGES LATITUDE,AMBER,AMBER BURST,DOUBLE FUSION AMBER,LATITUDE,
00P4H00001mR2mxUAC_Image_Response_a0Z4H00000axbURUAY,"a | ms | Smoking | ers, | u | Manhora | kills | edge | less smell | Marlboro | was | Smoking | Marlboro, | kills | edoe | TESS smell | monoxide | Tartboro | di | mg | less | some 0.4 mg | Marlboro | Tar 4 | Nicotine | O | arbo | edg | mg | SS | less smell | edge | Smoking | MARLBORO | DDE | Edge | edge | 200's | DDF | less smell | AED 134 | USD 37.22 | www.dubaidutyfree.com | around you | - - | Carbon | SMART | Nicotine 0.1 mg | -SEAL | a g as | ms | Marlboro | with 631 | rs | СЕНЦАЯ | SMART | around you | -SEAL | you and others | seriously harms | smell | AED | 134 | USD | 37.22 | around | you | and | others | harms",BENSON & HEDGES GOLD,BENSON & HEDGES GREEN,BENSON & HEDGES WHITE,BENSON & HEDGES SILVER,BENSON & HEDGES PRIME BLEND,BENSON & HEDGES GOLDEN BLEND,LARK FF,SG AZUL,BENSON & HEDGES MENTHOL BLEND,BENSON & HEDGES RESERVE BLEND
00P4H00001msvKOUAY_Image_Response_a0Z4H00000axbUNUAY,IQOS | TOTAL | the | S | ايفوض | TE | E | SOL SI | SOL SHUFFLE | random mix | random mix of 3 capsules | ECTED PREMIUM | ant | the | Smoking | Smoi | MARLBORO | y | kill | SOL SHUFFLE | 200's | AED 127 | USD 35.28 | www.dubaidutyfree.com | SOL | SHUFFLE | random | mix | capsules | ECTED | PREMIUM | AED | 127 | USD | 35.28,MARLBORO MIX,MARLBORO GOLD,MARLBORO BLACK,MARLBORO MICRO,MARLBORO TOUCH,MARLBORO GOLD B,MARLBORO PLATINUM,MARLBORO MX FLAVOR,MARLBORO FLAVOR MIX,MARLBORO GOLD TOUCH
00P4H00001muqGLUAY_Image_Response_a0Z4H00000axbURUAY,"STATE | B12,B14 B1-B10,C | - | Marlhoro | Smoking | seriously harm | HUFFLE | you and others | around you | Marlbori | VISTA | blossom fusion | Mart | MEOI | Manharo | Smok | kills | VISTA | blossom fusion | Manhano | Smokin | MARLBORO | Vista Blossom | 200s | AED 132 | USD 36.67 | www.dubaidutyfree.com | B12,B14 | seriously | harm | you | and | others | around | blossom | fusion | Vista | Blossom | AED | 132 | USD | 36.67",MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO BLOSSOM FUSION,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN
00PdP000004kgd3UAA_Image_Response_a0Z4H00000axbUNUAY,Smoking | seriously harm | you and other | around you | white | Maxtboro | Smoking | seriously harms | you and others | u | around you | white | Marlboro | CARTONS | Smoking | n | seriously harms | you and others | around you | alter | king | Is | CARTONS | Smoking | kills | white | MARLBORO | White | 400's | AED 244 | USD 67.78 | www.dubardutyfree.com | seriously | harm | you | and | other | around | harms | others | AED | 244 | USD | 67.78,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000001yPnqUAE_Image_Response_a0Z4H00000axbUJUAY,Martbo | III | double mix | ble mix | Martoury | Smoking | 792 | seriously harms | double mix | ov | oking | you and others | around you | ly harms | F | d others | Smoking | nd you | seriously harms | you and others | MARLBORO | Double Mix | 200s | AED 132 | USD 36.67 | www.dubaidutyfree.com | ms | paiNoma | UP TO < | SMART | SHUFFLE | DIFFERENT FLAVORS | ers | -SEAL | random mix of flavors | u | double | mix | ble | seriously | harms | you | and | others | around | Double | Mix | AED | 132 | USD | 36.67 | DIFFERENT | FLAVORS | random | flavors,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000003lpzrUAA_Image_Response_a0Z4H00000axbUQUAY,2 | RTON | OFFER | OFFER | PARLIAMENT | Smoking | PARLIAM | Platinum | seriously harms | Platinum | ORIGINAL RECESSED FILTER | you and others | ORIGINAL RECESSE | around you | FIFTH AVENUE - NEW YORK | 1931 Esto | ESTD 1931 | FIFTH AVENUE NE | 2 | www.dubaidutyfree.com | P | CARTON | OFFER | OFFER | PARLIA | Smoki | PARLIAMENT | Platinum Blue | 400's | USD 73.06 | AED 263 | PARLIAMENT | Platin | ORIGINAL RECEI | Platinum | kills | ESTD 69 | AVENUE | ORIGINAL RECESSED™ FILTER | ESTD 1931 | FIFTH AVENUE -NEW YORK | CARTON | OFFER | PARLIAMENT | mbiam2 | PARLI | Plati | PARLIAMENT | ORIGINAL REC | Filver Blue | CARTO | OFF | PR | seriously | harms | ORIGINAL | FILTER | you | and | others | RECESSE | around | FIFTH | YORK | 1931 | ESTD | Blue | USD | 73.06 | AED | 263 | REC,PARLIAMENT ONE,PARLIAMENT SSL,PARLIAMENT AQUA,PARLIAMENT BLUE,PARLIAMENT CARAT,PARLIAMENT NIGHT,PARLIAMENT HYBRID,PARLIAMENT LIGHTS,PARLIAMENT P BLUE,PARLIAMENT SILVER
00PdP000003aTjNUAU_Image_Response_a0Z4H00000axbUPUAY,"PARLIAMENT | nitrosamines, | Aquà Blue | formaldehyde | ORIGINAL RECESS E D™ FILTER | and hydrogen | cyanide | ESTD 1931 | FUTTI AVENUE NEW YORK | CARTOS | CARTON | OFFER | PARLIAMENT | Smoking | Aqua Blue | kills | ORIGINAL RECESSED™ FILTER | ESTD 1931 | FIFTH AVENUE - NEW YORK | 2 | OFFER | PARLIAMENT | Smoking | Aqua Blue | kills | ORIGINAL RECESSED FILTER | FIF | ESTD 1931 | FFH AVENUE NEW YORK | m | 2nords OFFER | k | PARLIAMENT | Smoking | Aqua Blue | kills | PARLIAMENT | AquaBlue | 400's | AED 263 | USD 73.06 | www.dubaidutyfree.com | ORIGINAL | FILTER | and | hydrogen | NEW | YORK | Aqua | Blue | ESTD | 1931 | FIFTH | AVENUE - | RECESSED | AVENUE | AED | 263 | USD | 73.06",PARLIAMENT ONE,PARLIAMENT SSL,PARLIAMENT AQUA,PARLIAMENT BLUE,PARLIAMENT CARAT,PARLIAMENT NIGHT,PARLIAMENT HYBRID,PARLIAMENT LIGHTS,PARLIAMENT P BLUE,PARLIAMENT SILVER
00PdP0000021QtqUAE_Image_Response_a0Z4H00000axbUSUAY,Smoking | g | ManHaro | seriously harms | you and others | around you | flavor mix | Manthora | Smoking | kills | g | flavor mix | II | Smoking | Map | seriously harms | MARLBORO | Flavor Mix | around you | DDF | 200s | AED 132 | USD36.67 | www.dubaidutyfree.com | Smo | ki | seriously | harms | you | and | others | around | flavor | mix | Flavor | Mix | AED | 132,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO MICRO,MARLBORO PRIME,MARLBORO RED B,MARLBORO TOUCH
00P4H00001mupj7UAA_Image_Response_a0Z4H00000axbUNUAY,M | are | 10PO | Marlboro gola | Mantharn gold | CARTONS | Smoking | kills | CARTONS | Smoking | can cause | a slow and | Martbome | painful death | MARLBORO | Gold | 400's | AED 244 | USD 67.78 | www.dubardutyfree.com | SMART | - | Marlboro | -SEAL | eiver blue | Marlboro | Smoking | seriously harms | you and others | Ma | around you | MARCO | Sliver | gold | can | cause | slow | and | painful | death | AED | 244 | USD | 67.78 | blue | seriously | harms | you | others | around,LARK BLUE,NEXT BLUE,ASSOS BLUE,ROOFTOP GOLD,BELVEDERE BLUE,NEXT XTRA BLUE,NEXT XTRA GOLD,BOND STREET BLUE,BOND STREET GOLD,CHOICE RICH GOLD
00P4H00001mQ4kqUAC_Image_Response_a0Z4H00000axbUPUAY,<< | Smoking | Gariboro | kills | white | Marlhoro | Marlboro | eng | Marlboro | white | FIRM FILTER | Marlboro | white | Maglhoro | Smoking | kills | MARLBORO | WHITE | 400's | DDF | AED 233 | USD 64.72 | www.dubaidutyfree.com | FILTER | AED | 233 | USD | 64.72,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP0000006xryUAA_Image_Response_a0Z4H00000axbUNUAY,pandom | capsules | Smoking | S | LBORO | uffle | SOL SHUFFL | 132 | 6.67 | www.dubaidutyfree.com | Smoking | seriously harms | you and others | around you | SHUFFLE | random mix of flavors | Smoking | seriously harms | MARLBORO | SHUFFLE | DDF | 200S | DOUN | you and others | DDF | around you | FFLE | AED 132 | ix of flavors | USD 36.67 | www.dubaidutyfree.com | contains menthol | in capsules | Marlboro | blossom fusion | SOL | SHUFFL | seriously | harms | you | and | others | around | random | mix | flavors | AED | USD | 36.67 | contains | menthol | blossom | fusion,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,ALPINE FINE MENTHOL,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN
00P4H00001mOyriUAC_Image_Response_a0Z4H00000axbUPUAY,"contains nicotine, which is addictive. | This product is not risk free and | HEETS | PURPLE WAVE | Only for | IQOS | 1000 keartiar devices | S product is not risk free and | ins nicotine, which is addictive. | HEETS | Only for | TURQUOISE SELECTION | IQOS | HEETS | 3 DUO & earlier devices | UUPLE WAVE | IQOS | Only for | This product is not risk free and | IQOS | S | contains nicotine, which is addictive. | O & earlier devices | free and | courtine | blogner C ЦО | is addictive. | HEETS | HEETS | Only for | Only for | TURQUOISE SELECTION | IQOS | PURPLE WAVE | IQOS | 3 DUO & earlier devices | 3 DUO & earlier devices | This product is not risk | contains | nicotine, | which | addictive. | This | product | not | risk | free | and | PURPLE | WAVE | devices | ins | Only | for | TURQUOISE | SELECTION | DUO | earlier",MARLBORO PURPLE,L&M FORWARD,L&M FORWARD BLUE,L&M DOUBLE FORWARD,MARLBORO ADDITIVE FREE RED,MARLBORO ADDITIVE FREE BLUE,SG AZUL,ASSOS RED,L&M STORM,NEXT SNAP
00P4H00001muq2eUAA_Image_Response_a0Z4H00000axbUNUAY,روم | Smokir | Manthoro | serious | ng | harms | you an | s | others | around | gold | you | SELECTED FINE TOBACCOS | 3Rd | Marlboro | Smoking | king | kills | Ils | gold | MARLBORO | Gold | 600's | AED 350 | USD 97.22 | www.dubardutyfree.com | SELECTED | FINE | TOBACCOS | AED | 350 | USD | 97.22,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO,MARLBORO PRIME
00PdP000006BYqvUAG_Image_Response_a0Z4H00000axbUQUAY,Smoking | seriously harms | PARLIAMENT | you and others | Blossom Breeze | around you | SMOKE SMELL CONTROL | TECHNOLOGY | P | Smoking | PARLIAMENT | Blossom Breeze | kills | SMOKE SMELL CONTROL | TECHNOLOGY | FAIT | UNITED | BLUE | BW 6'0 | Ra | 3 | Je | I | OUN SALE ALE | P | Smoking | PARLIAMENT | seriously harms | you and others | Blossom Breeze | round VC | PARLIAMENT | SMOKE SM | T E C | Mix Blossom | 200's | AED 126 | USD 35.00 | NDER | www.dubaidutyfree.com | We do n | orm to minors. | 18 | seriously | harms | you | and | others | Blossom | Breeze | around | SMOKE | SMELL | CONTROL | Mix | AED | 126 | USD | 35.00 | orm | minors.,PARLIAMENT ONE,PARLIAMENT SSL,PARLIAMENT AQUA,PARLIAMENT BLUE,PARLIAMENT CARAT,PARLIAMENT NIGHT,PARLIAMENT HYBRID,PARLIAMENT LIGHTS,PARLIAMENT P BLUE,PARLIAMENT SILVER
00PdP000003mUgPUAU_Image_Response_a0Z4H00000axbUMUAY,Smokers | PARLIAMENT | die | Aqua Blue | ORIGINAL RECESSED | younger | ESTD 1931 | FIFTH AVENUE NEW YORK | 2 OFFER | Smoking | PARLIAMENT | Aqua Blue | kills | ORIGINAL RECESSED FILTER | ESTD 1931 | FIFTH AVENUE NEW YORK | 2 | OFFER | PARLIAMENT | Smoking | Aqua Blue | FILTER | ORIGINAL RECESSED | kills | ESTD 1931 | AVENUE NEW YORK | PARLIAMENT | Aqua Blue | 400's | AED 263 | USD 73.06 | www.dubardutyfree.com | Blue | Smoking | Smoking | seriously harms | seriously harms | you and others | you and others | around you | around you | Aqua | ORIGINAL | ESTD | 1931 | FIFTH | AVENUE | NEW | YORK | RECESSED | AED | 263 | USD | 73.06 | seriously | harms | you | and | others | around,PARLIAMENT ONE,PARLIAMENT SSL,PARLIAMENT AQUA,PARLIAMENT BLUE,PARLIAMENT CARAT,PARLIAMENT NIGHT,PARLIAMENT HYBRID,PARLIAMENT LIGHTS,PARLIAMENT P BLUE,PARLIAMENT SILVER
00P4H00001mtFVLUA2_Image_Response_a0Z4H00000axbUJUAY,du | Smokir | HUMBURO | kills | SELECTED PREMIUM TOBACCOS | 2 | Smoking | kills | SELECTED PREMIUM TOBACCOS | LEU | Smoking | g | I | seriously harms | you and others | around you | MARLBORO | Red | 400's | DDF | AED 233 | USD 64.72 | www.dubaidutyfree.com | flip-top®box | Smoking | SMART | -SEAL | SELECTED | PREMIUM | TOBACCOS | seriously | harms | you | and | others | around | AED | 233 | USD | 64.72,MARLBORO ONE,MARLBORO RED,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO RED B,MARLBORO TOUCH,MARLBORO PURPLE,MARLBORO WBURST,MARLBORO MENTHOL
00P4H00001lmKjDUAU_Image_Response_a0Z4H00000axbUPUAY,DaBon Daily | Who | ISAN | 2 | Smokir | kills | SELECTED PREMIUM TOBACCOS | du | Smoking | seriously harms | you and others | FLUE | around you | CONSETENT | START TO | ISELECTED PREMIUM TOBACCOS | FOR OUT FREE SLE | CARTONS | Smoking | kills | MARLBORO | Red | 400s | AED 233 | USD 64.72 | www.dubaidutyfree.com | TOBACCOS | seriously | harms | you | and | others | around | PREMIUM | AED | 233 | USD | 64.72,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000003mNa6UAE_Image_Response_a0Z4H00000axbURUAY,L&M | Smoking | kills | FINE TOBACCOS | L&M | 3 CARTONS | FINELY CUT | L&M M | Smoking | YER | kills | FINE TOBACCOS | FINELY CUT | SLM 3 CARTONS | GETT | & M | Smoking | LM | KIIIS | INE TOBACCOS | Blue | FINELY CUT | 600's | AED 273 | USD 75.83 | www.dubaidutyfree.com | L&M | Smoking | seriously harms | you and others | TOBACC | FINE | TOBACCOS | CARTONS | FINELY | CUT | INE | AED | 273 | USD | 75.83 | seriously | harms | you | and | others,LARK BLUE,NEXT BLUE,L&M RED,ASSOS BLUE,MERIT BLUE,L&M COOL,L&M LOFT,L&M GREEN,L&M STORM,MURATTI BLUE
