matched_products_per_image.csvIMAGE_ID,RAW_TEXT,BRAND_FAMILIES_FOUND,DIFFERENTIATORS_FOUND,FULL_PRODUCT_MATCHES,CONFIDENCE_SCORE
00PdP000006BU92UAG_Image_Response_a0Z4H00000axbUOUAY,MARATHON  MARINA  DOUBLE MIX  DOUBLE MIX  DOUBLE MIX  SMOKING  SMOKING  SMOKING  ERIOUSLY HARMS  YOU AND OTHERS  KILLS  KILLS  MARLBORO  DOUBLE MIX  200S  AED 132  USD 3667  WWWDUBAIDUTYFREECOM  DOUBLE  MIX  HARMS  YOU  AND  OTHERS  DOUBLE  MIX  AED  132  USD  3667,MARLBORO,MIX,,3
00P4H00001mvAnQUAU_Image_Response_a0Z4H00000axbUNUAY,SMOKING  MARLBORO  MORO  KILLS  DOUBLE ICE  600S  DDI  AED 361  DOUBLE ICE  8 MG  USD 10028  WWWDUBAADUTYFREECOM  MUEUUI U  SILVER BLUE  MARLBORO  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  SILVER BLUE  MANHARO  SMOKING  KILLS  MILLER BLUE  MARLBORO  SILVER BLUE  200S  AED 128  USD 3556  WWWDUBAIDULYFREECOM  SMOKING  KING  SERIOUSLY HARMS  YOU AND OTHERS  Y HARM  AROUND YOU  D OTHER  MARLB  MARLBORO  ND YOU  SMOKING  KILLS  HOKING  MARLBOR  MANHARO  KILLS  DOUBLE  ICE  AED  361  DOUBLE  ICE  USD  10028  SILVER  BLUE  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  SILVER  BLUE  128  3556  HARM  OTHER,MARLBORO,"BLUE, SILVER",,4
00P4H00001mtFLeUAM_Image_Response_a0Z4H00000axbULUAY,WINSTON  WINSTON  WINSTON  WINSION  R N  WINSTON  EST 1  PREMIUM  ONE  SMOKING SERIOUSLY HARMS YOU AND OTHERS AROUND  ND  ONE  WINSTON  WINSTON  ONE  KILLS  DDF  200S  DDF  AED 74  USD 2056  WWWDUBAIDUTYFREECOM  TON  TAR 1 MA  6MM  EST  SMOKING  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  AED  USD  2056,,ONE,,1
00P4H00001lmLahUAE_Image_Response_a0Z4H00000axbUMUAY,BARLIAME  PAREIAMENT  PARLIAMENT  PARLIAMEN  PARLIAMENT  PARLIAMENT  PARLIAMENT  ORIGINAL RECESSED FILTER  ORIGINAL RECESSED FELTER  PLATINUM  PLATINUM  ESTD  19313  SMOKING  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  KILLS  AROUND YOU  PARLIAMENT  PLATINUM BLUE  200S  AED 134  USD 3722  ORIGINAL  FILTER  SERIOUSLY  HARMS  AND  OTHERS  YOU  BLUE  AED  134  USD  3722,PARLIAMENT,"BLUE, FILTER, ORIGINAL, PLATINUM",,6
00P4H00001mvACHUA2_Image_Response_a0Z4H00000axbUJUAY,ARBANA YOU  LUNA SHUFFLE  SMOKE  SMELL  CONTROL  SMOKING  ARIBORO  KILLS  VISTA  TROPICAL SPLASH  SMOKE  SMELL  MARLBORO  CONTROL  SMOKING  S  MARLBORO  SS  TROPICAL SPLASH  VISTA  200S  TROPICAL SPLASH  AED 132  USD 3667  WWWDUBAIDUTYFREECOM  MARLBOR  YOU  LUNA  SHUFFLE  TROPICAL  SPLASH  TROPICAL  SPLASH  AED  132  USD  3667,MARLBORO,SHUFFLE,,3
00PdP000006BQ5VUAW_Image_Response_a0Z4H00000axbURUAY,AROUND YOU  DUBAIDUTYFREECOM  3  SMOKING  SERIOUSLY  HARMS  MAELBORD  YOU AND  OTHERS  AROUND  MARLBORO  YOU  DOUBLE MIX  OUBLE MIX  600S  AED 361  USD 10028  WWWDUBAIDUTYFREECOM  SILVER BLUE  MARLBORO  SMOKING  KILLS  SILVER BLUE  AND  DOUBLE  MIX  OUBLE  MIX  AED  361  USD  10028  SILVER  BLUE,MARLBORO,"BLUE, MIX, SILVER",,5
00PdP000004kgI5UAI_Image_Response_a0Z4H00000axbUOUAY,1931  NEW YORK  P  OFFER  SMOKING  PARLIAMENT  SERIOUSLY HARMS  SILVER BLUE  YOU AND OTHERS  ORIGINAL RECESSED FILTER  AROUND YOU  ESTD 1931  AVENUE  NEW YORK  2  OFFER  A  SMOKING  PARLIAMENT  SERIOUSLY HARMS  SILVER BLUE  YOU AND OTHERS  ORIGINAL RECESSED FILTER  AROUND YOU  ESTD 1931  FIFTH AVENUE  NEW YORK  2AMI OFFER  P  PARLIAMENT  SMOKING  SILVER BLUE  ORIGINAL RECESSED  FILTER  KILLS  PARLIAMENT  SILVER BLUE  DDF  400S  DDF  AED 263  USD 7306  WWWDUBAIDUTYFREECOM  RLIAME  T  BLUE  SP  TER  PARLIAMENT  NEW  YORK  SERIOUSLY  HARMS  SILVER  YOU  AND  OTHERS  ORIGINAL  AROUND  ESTD  FIFTH  AED  263  USD  7306,PARLIAMENT,"BLUE, FILTER, ORIGINAL, SILVER",,6
00PdP000006BQVCUA4_Image_Response_a0Z4H00000axbUKUAY,DU  SMOKING  G  KILLS  SELECTED PREMIUM TOBACCOS  DU  ING  SMOKING  DD  S  KILLS  SELECTED PREMIUM TOBACCOS  SE  CARTONS  N  SMOKING  KING  SERIOUSLY HARMS  IS  YOU AND OTHERS  AROUND YOU  SELECTED  MARLBORO  RED  400S  AED 244  USD 6778  WWWDUBAIDUTYFREECOM  AROUND YOU  F   SELECTED PREMIUM TOBACCOB  SELECTED  PREMIUM  TOBACCOS  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  AED  244  USD  6778,MARLBORO,RED,,3
00PdP000006B5iWUAS_Image_Response_a0Z4H00000axbUNUAY,SMOKING  KILLS  SELECTED PREMIUM TOBACCOS  ONE  3  CARTONS MAR  SMOKING  KILLS  MARLBORO  CTED  RED  600S  AED 350  USD 9722  WWWDUBAIDUTYFREECOM  SELECTED  PREMIUM  CARTONS  AED  350  USD  9722,MARLBORO,"ONE, RED",,4
00P4H00001lkrGiUAI_Image_Response_a0Z4H00000axbUOUAY,SMOKING  SERIOUSLY HARMS  MORE  YOU AND OTHERS  AROUND YOU  SELECTED PREMIUM TOBACCOS  WITH    ENT  GO  NB  7  VCE  NSH    SMOKING  MUU  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  SELECTED PREMIUM TOBACCOS  SMOKING  KILLS  ECTEO PREMIUM  IS  SMOKING  RS  SERIOUSLY HARMS  1  YOU AND OTHERS  ARCUN  MARLBORO  RED  200S  AED 123  USD 3417  WWWDUBARDUTYFREECOM  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  SELECTED  PREMIUM  TOBACCOS  AED  123  USD  3417,MARLBORO,RED,,3
00PdP0000006uvhUAA_Image_Response_a0Z4H00000axbUPUAY,TEREA  TURQUOISE  200S  AED 150  USD 4167  DICTIVE  AND  WWWDUBAIDULYFREECOM  TEREA  TEREA  XTURQUOISE  SURQUOISE  WORKS ONLY WITH IQOZILUMA  WORKS ONLY WITH  UUMA  TEREA  ETER  AURQUOISE  TURQUOIS  WORKS ONLY WITH IDOSALUMA  WORKS ONLY WITH  TREAS  STREA  TURQUOISE  EUROUOGE  WORKS ONLY WITH  REA  SILVER  WITH IQOS ILUMA  TEREA  TEREA  CORQUOISE  RH  WORKS ONLY WITH  TEREA  REA  SILVER  K FREE AND  E WHICH IS ADDICTIV  IS NOT RISK FREE AND  IS ADDICTIVE  ONLY WITH A ILUMA  THE  EREA  I I I WITH  R  I I CEST 8  YOU  TEREA  THE  150  AED  USD  4167  WORKS  ONLY  WITH  FREE  WHICH  NOT  RISK  ADDICTIVE,,SILVER,,1
00PdP000001xsdMUAQ_Image_Response_a0Z4H00000axbULUAY,SMOKING  MARLHO  MANHARO  KILLS  SILVER BLUE  SILVER BLUE  SMOKING  MARB  MARLBORO  KILLS  SILVER   SILVER BLUE  MARLBORO  SMOKING  KILLS  MANTH  SILVER BLUE  SILVER BLUE  MARLBORO  EMOCAL  MARLBORO  MATAL  BLUE  MARCHORO  SMOKING  KILLS  MAR  SILVER BLUE  SILVER  MARLBORO  SILVER BLUE  200S  AED 128  USD 3556  WWWDUBAIDUTYFREECOM  MARLBORO  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  SILVER BLUE  MARLB  SILVER BLUE  SILVER  BLUE  AED  128  USD  3556  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND,MARLBORO,"BLUE, SILVER",,4
00P4H00001ll5hTUAQ_Image_Response_a0Z4H00000axbUJUAY,3  SMOKING  SERIOUSLY  SMOKING  HARMS  YOU AND  KILLS  OTHERS  AROUND  YOU  MARLBORO  RED DTS  DDF  600S  DDP  AED 335  USD 9306  WWWDUBAIDUTYFREECOM  CARTONS  MAR  3R  O  MARLBORO CARTONS  R  SMOKING  MUNDBORO CARTONS  SMOKING  KILLS  KILLS  SELECTED PREMIUM TOBACCOB  SELECTED PREMIUM TOBACCOS  AND  RED  DTS  AED  335  USD  9306  PREMIUM  SELECTED  TOBACCOS,MARLBORO,RED,,3
00PdP000004FniwUAC_Image_Response_a0Z4H00000axbUNUAY,SMOKIN  KILLS  SELECTED PREMIUM TOBACCOS  SMOKING  KILLS  MARLBORO  MIUM TOBACCOS  RED  200S  AED 128  USD 3556  WWWDUBAIDUTYFREECOM  MAELBORO  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU    FLAVOR MBX    SELECTED  PREMIUM  TOBACCOS  MIUM  AED  128  USD  3556  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  FLAVOR  MBX,MARLBORO,RED,,3
00PdP000006BXbVUAW_Image_Response_a0Z4H00000axbUPUAY,MARLBORO  HOKING CLOGS  U  THE ARTERIES  AND CAUSES  HEART ATTACKS  AND STROKES  SILVER BLUE  MANHWARU  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  M  AROUND YOU  SILVER BLUE  MARCHORD  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  MA  AROUND YOU  SILVER BLUE  MARLBORO  SILVER BLUE  200S  AED 128  USD 3556  WWWDUBAIDUTYFREECOM  CLOGS  THE  ARTERIES  AND  CAUSES  HEART  ATTACKS  STROKES  SILVER  BLUE  SERIOUSLY  HARMS  YOU  OTHERS  AROUND  SILVER  BLUE  AED  128  USD,MARLBORO,"BLUE, SILVER",,4
00P4H00001mR3MXUA0_Image_Response_a0Z4H00000axbUPUAY,EA  TEREA  TEREA  ONLY WITH ILUMA  MEGIES  WITH OCS LUMA    K FREE AND  THIS PRODUCT IS NOT  THIS PRODUCT IS NOT RISK FREE AND  THIS PRODUCT IS NOT RISK FREE AND  IS ADDICTIVE  CONTAINS NICOTINE WHI  CICOTINE WHICH IS ADDICTIVE  CONTAINS NICOTINE WHICH IS ADDICTIVE  TEREA  TEREA  WORKS ONLY WITH IQOS IL  WORKS ONLY WITH IQOS ILUMA  THIS PRODUCT IS NOT RISK FREE AN  THIS PRODUCT IS NOT RISK FREE AND  CONTAINS NICOTINE WHICH IS ADDICT  CONTAINS NICOTINE WHICH IS ADDICTIVE  TEREA  TEREA  WORKS ONLY WITH IQOS IL  WORKS ONLY WITH IQOS ILUMA  THIS PRODUCT IS NOT RISK FREE  ONLY  WITH  FREE  AND  THIS  PRODUCT  NOT  RISK  ADDICTIVE  CONTAINS  NICOTINE  WHI  WHICH  ADDICTIVE  WORKS  IQOS  ILUMA  NICOTINE  ADDICT,,,,0
00P4H00001lmKhSUAU_Image_Response_a0Z4H00000axbUJUAY,SPECIAL     DEL  SMOKING  MARLBORO  KILLS  DOUBLE MIX  3  SMOKING  SERIOUSLY  HARMS  MARLBOON  YOU AND  OTHERS  AROUND  YOU  MARLBORO  DOBBIE MIX  600S  DDF  AED 346  USD9611  WWWDUBAIDUTYFREECOM  SPECIAL  DOUBLE  MIX  AND  MIX  AED  346,MARLBORO,"MIX, SPECIAL",,4
00PdP000000n34sUAA_Image_Response_a0Z4H00000axbUNUAY,TAKE  PARLIAMENT  PARLI  PARLIAMENT  AMENT  DUTY FREE SALE  PARLIAMENT  PARLIAMENT  ORIGINAL RECESSED FILTER  ORIGINAL RECESSED FILTER  AQUA BLUE  AQUA BLUE  RECESSED FILTER  I  ESTD 1931  ESTD 1931  FIFTH AVENUE  NEW YORK  PARLIAMENT AQUA BLUE  FIFTH AVENUE NEW YORK  SMOKING  TAR3MG  SMOKING  SERIOUSLY HARMS  622100  911210  CARBON  SERIOUSLY HARMS  YOU AND OTHERS    PARLIAMENT  AQUA BLUE  200S  AED 139  USD 3861  WWWDUBAIDUTYFREECOM  ENT  PARLIAMENT  PARLIAMENT  PARLI  FOR GUTY FREE SALE ONLY  PARLIAMENT  PARLIAMENT  PART  DUTY  FREE  SALE  ORIGINAL  FILTER  AQUA  BLUE  ESTD  1931  NEW  YORK  FIFTH  AVENUE  SERIOUSLY  HARMS  YOU  AND  OTHERS  AED  139  USD  3861  ONLY,PARLIAMENT,"AQUA, BLUE, FILTER, ORIGINAL",PARLIAMENT AQUA,9
00PdP000004kh4TUAQ_Image_Response_a0Z4H00000axbURUAY,MARLB  CARTONS  AN  SMOKE  MARLBORO  SMELL CONTROL  SMOKING  KILLS  MARLB  VISTA  VISTA  FOREST MISSES  FOREST MIST  MARTBORA  SMOKING  KILLS  VISTA SMOKE CONTROL TECHNOLOGY SMELL  FOREST MIST  MARLBORO  CONTROL TECHNOLOGY SMOKE SMELL  SMOKING  KILLS  MARLBORO  FOREST MIST  FOREST MIST 100  200S  AED 116  USD 3222  WWWDUBAIDUTYFREECOM  SMOKE  SMELL CONTROL  SMOKING  MARLBORO  SERIOUSLY HARMS  YOU AND OTHERS  MAR  AROUND  SMELL  CONTROL  FOREST  TECHNOLOGY  MIST  FOREST  MIST  100  AED  116  USD  3222  SERIOUSLY  HARMS  YOU  AND  OTHERS,MARLBORO,,,2
00PdP000000vwXAUAY_Image_Response_a0Z4H00000axbULUAY,SMOKING  MARTBORO  KILLS  WHITE  SMOKING  CAUSES  AGEING OF  THE SKIN  WHITE  2KIL  MARLBORO  SMART  SEAL  WHITE  MUSTBORO  SMOKING  KILLS  MARLBORO  WHITE  200S  AED 19845  USD 5512  WWWDUBARDUTYFREECOM  AGEING  THE  SKIN  AED  19845  USD  5512,MARLBORO,WHITE,,3
00P4H00001nIeNCUA0_Image_Response_a0Z4H00000axbUPUAY,TEREA SIENNA  AED 150  USD 4167  IQOS  FREA  TEREAN  ENNA  SIENNA  IMA  WORKS ONLY UMA  TEREA  EREA  SIENN  SIENNA  UMA  WORKS ONLY WITH F  WORKS ONLY WITH  ILUMA  TEREA  AED  150  USD  4167  ONLY  WORKS  WITH  ILUMA,,,,0
00P4H00001lmKiDUAU_Image_Response_a0Z4H00000axbUQUAY,CARTONS  MARLBORO  SMOKING  KING  SERIOUSLY HARMS  ILS  YOU AND OTHERS  AROUND YOU  ARB  GOLDATE  GOLD  DU  CARTONS 2  SMOKING  OKING  MARLHORO  SERIOUSLY HARMS  KILLS  YOU AND OTHERS  AROUND YOU  MA  GOLD  CARTONS  NOKING  SMOKING  SLY HARMS  ND OTHERS  KILLS  CART  UND YOU  MARLBOON  GOLD  MARLBORO  GOLD  400S  AED 233  USD 6472  WWWDUBAIDUTYFREECOM  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  UND  AED  233  USD  6472,MARLBORO,GOLD,,3
00PdP000000mxh5UAA_Image_Response_a0Z4H00000axbUMUAY,AROU  778  MIUM TOBACCOS  WWWBUBNETTYFIXECOM  FIRM  TEA  TO  FINISH  SMOKING  MAU  SERIOUSLY HA  PHOUTO  YOU AND OTH  AROUND YOU  BELECTED PREMIUM TOBACCOS  SMOKING  SERIOUSLY HARMS  MARLBORO  YOU AND OTHERS  RED    AROUND YOU  200S  MIUM  AED 128  USD 3556  WWWDUBARDULYFREECOM  MARLBORO  SMOKING  KILLS  MA  MONTHER  SMOKING  TOBACCOS  SERIOUSLY  YOU  AND  OTH  AROUND  PREMIUM  HARMS  OTHERS  AED  128  USD  3556,MARLBORO,RED,,3
00P4H00001lky57UAA_Image_Response_a0Z4H00000axbUSUAY,TEREA  WORKS ONLY WITH IQOS ILUMA DIMENSIONS  LAPRICIT  TEREA  THIS PRODUCT IS NOT RISK FREE AND  WORKS ONLYIWITH ICES ILUMA  E  CONTAINS NICOTINE WHICH IS ADDICTIVE  COURBIAR  MH A 18 1LGO AUD  TEREA  TEREA  S ONLY WITH IQOS ILUMA DIMENSIONS  WORKS ONLY WITH IQOS ILUMA  DIMENSIONS  DUCT IS NOT RISK FREE AND  THIS PRODUCT IS NOT RISK FREE AND  ICOTINE WHICH IS ADDICTIVE  CONTAINS NICOTINE WHICH IS ADDICTIVE  MUICH 13  LOGIST 12 LOVE  LIES BUO  THIS BLOGNER DOS ILGS SUG  SNITOSIN DAIDW AI EVITBIBBS  TEREA  TEREA  WITH ICOS ILUMA DIMENSIONS  WORKS ONLY WITH IDOS ILUMA  DIMENSIONS  UCT IS NOT  WORKS  ONLY  WITH  IQOS  ILUMA  THIS  PRODUCT  NOT  RISK  FREE  AND  CONTAINS  NICOTINE  WHICH  ADDICTIVE  DUCT  ICOS,,,,0
00P4H00001mQ50LUAS_Image_Response_a0Z4H00000axbURUAY, VALLECE      2  OFFER  SMOKING  PARIJAMENT BLUE  KILLS  ORIGINAL  RECESSED  FILTER  ESTD 1931  FIFTH AVENUE  NEW YORK  P  CARTON  OFFER  PARLIAMENT  SMOKING  AQUA BLUE  KILLS  ORIGINAL RECESSED FILTER  ESTD 1931  FIFTH AVENUE  NEW YORK  2  P  OFFER  PARLIAMENT  SMOKING  AQUA BLUE  KILLS  ORIGINAL RECESSED FILTER  ESTD 1931  UE  NEW YORK  FIFTH  PARLIAMENT  QUA BLUE  400S  AED 252  USD 7000  INDER  WWWDUBAIDUTYFREECOM  18  M  QUALITY TOBACCOS  BLUE  ESTD  1931  AVENUE   NEW  YORK  AQUA  UE   AED  252  USD  7000  QUALITY  TOBACCOS,PARLIAMENT,"AQUA, BLUE, FILTER, ORIGINAL",,6
00PdP0000047iYMUAY_Image_Response_a0Z4H00000axbUMUAY,240FA07244601  MANTHORU RODI  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  FLAVOR MIX  600  OW D OW    MARLBORONET NOVELT  NO SAVE UU 80  JRL  FLAVOR MIX  AROUND YOU  YOU AND OTHERS  SERIOUSLY HARMS  SMOKING  WAY  YOU  SMAETAL  A CONSISTENT TASTE EXPERIENCE  FROM START TO FINISH  TM  IN A SOFTTOUCH PACK  FIRM FILTER  TASTE  ROUND  FLIPTOP BOX  MANHBORO  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  FLAVOR MIX  MUNLBANA MARLBORO  SMOKING  FLAVOR MIX  200 5  AED 132  USD 3667  WWWDUBASDUTYFREECOM  SERIOUSLY  HARMS  AND  OTHERS  AROUND  FLAVOR  MIX  NOVELT  CONSISTENT  TASTE  EXPERIENCE  FROM  START  FINISH  SOFTTOUCH  PACK  FIRM  FILTER  BOX  MARLBORO  FLAVOR  AED  132  USD  3667,MARLBORO,"FILTER, MIX",,4
00P4H00001lkrWrUAI_Image_Response_a0Z4H00000axbUQUAY,HEETS     PAREO  IQOS  THE   THIS PRODUCT IS NOT RISK FREE AND  CONTAINS NICOTINA WHICH IS ADDICTIVE  BEATIS  SELECTION  E  IETS  NEETS  HEETS  ONLY FOR  TURQUOISE SELECTION  IQOS  3 DUO  EARLIER DEVICES  S  THIS PRODUCT IS NOT RISK FREE  D  VE  HEETS  DEDDEDD DDR  2 FDDFDDFDDFD  TURQUOISE  DFDDFDD DDFD  200S  DDFDDEDE DE  DOI  AED 144  DDEDD  USD 4000  WWWDUBAIDUTYFREECOM  DUBAI SEOULANO  AND  TEREA  THIS  PRODUCT  RISK  FREE  WHICH  ADDICTIVE  ONLY  FOR  TURQUOISE  DUO  EARLIER  DEVICES  NOT  DDFD  AED  144  USD  4000,,DUO,,1
00P4H00001mR2wVUAS_Image_Response_a0Z4H00000axbULUAY,I CARTONS  SMOKING  ING  S  DATEBORO  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  GOLD  SMOKING  KING  MARLBORO  SERIOUSLY HARMS  YOU AND OTHERS  IS  AROUND YOU  GOLD  CARTONS  SMOKING  OKING  MARLBORO  KIIIS  MS    GOLD  400S  AED 233  USD 6472  WWWDUBAIDUTYFREECOM  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  AED  233  USD  6472,MARLBORO,GOLD,,3
00P4H00001mR2jdUAC_Image_Response_a0Z4H00000axbUMUAY,SMOKING MAY  REDUCE  THE BLOOD FLOW  AND CAUSES  IMPOTENCE  SELECTED PREMIUM TOBACCOS  SMOKE CONTAINS  BENZENE  NITROSAMINES  FORMALDEHYDE  AND HYDROGEN  CYANIDE  BELECTEO PREMIUM TOBACCO  CONSIETENT FIRM TEA  SMOKING  EXI  SPERIENCE  FINISH  FROM  STARTTO  ADIDAS  SMOKING  KILLS  MARLBORO  RED  200S  AED 123  USD 3417  WWWDUBANDUTYFREECOM  SMOKING  MARTBORO  SERIOUSLY HARMS  YOU AND OTHERS  AZ  AROUND YOU  WHITE  STOPPING  NG  SMOKING REDUCES  THE RISK OF  HARMS  FATAL HEART AND  OTHERS  MARLBORO  LUNG DISEASES  D YOU  MARI BRO  MAY  THE  BLOOD  FLOW  AND  CAUSES  SELECTED  PREMIUM  SMOKE  CONTAINS  HYDROGEN  TOBACCO  AED  123  USD  3417  SERIOUSLY  YOU  AROUND  SMOKING  REDUCES  RISK  FATAL  HEART  LUNG  DISEASES,MARLBORO,"RED, WHITE",,4
00PdP000006B9PeUAK_Image_Response_a0Z4H00000axbURUAY,ARTON  OFFER  P  PARLIAMENT  PLATINUM  SMOKING  ORIGINAL RECESSED FILTER  KILLS  RL  WWWDUBAIDUTYFREECOM  ESTD 1931  PLA  FIFTH AVENUE  NEW YORK  DAL  PARLIAMENT  PLATINUM BLUE  400S  AED 263  USD 7306  ME  PA  RTON  P  SMOKING  OFFER  SERIOUSLY HARMS  PARLIAMENT  PLATINUM  YOU AND OTHERS  SED FILTER  AROUND YOU  ARL  ORIGINAL  FILTER  ESTD  1931  FIFTH  YORK  BLUE  AED  263  USD  7306  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND,PARLIAMENT,"BLUE, FILTER, ORIGINAL, PLATINUM",,6
00P4H00001lkx0QUAQ_Image_Response_a0Z4H00000axbULUAY,SMOKE  SMELL  CONTROL  SMOKING  CC  MOKE  MELL  NTAOL  MARBORO  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  VISTA  TROPICAL SPLASH  ASH  SMOKE  SMELL  CONTROL  MARLBORO  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  VISTA  MARLBORO  DDF HORN  TROPICAL  USD  3528  DDF  200S  KING  SMOKING  KILLS  IS  AED 127  USD 3528  WHEN PREGNANT  WWWDUBAIDUTYFREECOM  SMOK  SMOKING  XILL  A  WILL WW  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  TROPICAL  SPLASH  USD  3528  AED  127  USD  WHEN,MARLBORO,,,2
00P4H00001mPyoyUAC_Image_Response_a0Z4H00000axbURUAY,WSI  MY  LM  LM  SMOKING  SERIOUSLY HARMS  MYERS  LIGGETT  YOU AND OTHERS  FINE TOBACCOS  AROUND YOU  FINELY CUT  LM  SMOKING  MYERS LIGGETT  SERIOUSLY HARMS  YOU AND OTHERS  FINE TOBACCOS  AROUND YOU  FINELY CUT  QUALITYTOBACCOS  LM  SINCE 1953   CO  LIGS M MYERE    BLUE LABEL  MADE AUTHORITY OF PHILIP MOMS PRODUCTS SA NEUCHATEL SWITZERLAND  LM  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  FINE TOBACCOS  AROUND YOU  FINELY  UT  L M  BLUE  200S  AED 95  USD 2639  WWWDUBAIDUTYFREECOM  SERIOUSLY  HARMS  YOU  AND  OTHERS  FINE  TOBACCOS  AROUND  CUT  SINCE  1953  BLUE  LABEL  MADE  AUTHORITY  PRODUCTS  SA  SWITZERLAND  AED  USD  2639,LM,BLUE,,3
00P4H00001mup7EUAQ_Image_Response_a0Z4H00000axbURUAY,PURPLE WAVE  TESTS  S  IQ  3 DUO  EARLIE  THIS PRODUCT IS NOT RISK FREE A  E  CONTAINS NICOTINE WHICH IS ADDICT  HEETS  FOR  IN  PURPLE WAVE  ONLY FOR  CES  IQOS  3 DUO  EARLIER DEVICES  D  THIS PRODUCT IS NOT RISK FREE AND  IVE  CONTAINS NICOTINE WHICH IS ADDICTIVE  HEETS  Y FOR  ONLY FOR  S  PURPLE WAVE  IQOS  VICES  3 DUO  EARLIER DEVICES  AND MINK FROM  HEETS  LINE WHICH IS ADIDAS  PURPLE WAVE  200S  A  AED 150  USD 4167  WWWDUBAIDUTYFREECOM  PURPLE  WAVE  THIS  PRODUCT  NOT  RISK  FREE  CONTAINS  NICOTINE  WHICH  ONLY  DUO  EARLIER  DEVICES  AND  ADDICTIVE  PURPLE  WAVE  AED  150  USD  4167,,"DUO, PURPLE",,2
00P4H00001mvArPUAU_Image_Response_a0Z4H00000axbUMUAY,SMOKIN  KILLS  SHUFFLE  RANDOM MIX OF FLAVORS  SMOKING  KILLS  SHUFFLE  RANDOM MIX OF FLAVORS  SMOKING  SERIOUSLY HARMS  6  YOU AND OTHERS  AROUND YOU  SHUFFLE  RANDOM MIX OF FLAVORS  WHEN  SMOKING  SERIOUSLY HARMS  MARLBORO  AROUND  U  SHUFFLE  RO  200S  N  AED 132  USD 3667  SMOKING  MS  SERIOUSLY HARMS  ERS  YOU AND OTHERS  OU  AROUND YOU  RANDOM  MIX  FLAVORS  SERIOUSLY  HARMS  YOU  AND  OTHERS  AED  132  3667,MARLBORO,"MIX, SHUFFLE",,4
00PdP000001yG1JUAU_Image_Response_a0Z4H00000axbUJUAY,VELO       BOOSE  DUNHILL  2  SMOKE CONTAINS  SMOKE CONTAINS  SMOKING  BENZENE  HANZENE  3  3 CARTONS  SMOKING  CARTONS  SERIOUSLY  HARMS  SMOKING  O  KILLS  MARLBORO  YOU AND  OTHERS  MAN  AROUND  GO  GOLD  YOU  SELECTED FINI  FINE TOBACCOS  COS  100  GOLD  SMOKI  3  SMOKING  SERIOUSLY  KILLS  MARLBORO  HARMS  YOU AND  OTHERS  AROUND  GOLD  YOU  OS  OBA  D FINE  MARLBORO  GOLD  DDF  600S  AED 350  USD 9722  WWWDUBARDUTYFREECOM  UNDER  DO NOT SELL TOBACCO OF NICOTINE IN ANY TORM TO MINORS  18  SMAKING  SMOKE  CONTAINS  AND  SELECTED  FINE  TOBACCOS  AED  350  USD  9722  NOT  SELL  TOBACCO  NICOTINE  ANY  MINORS,"DUNHILL, MARLBORO",GOLD,,5
00PdP000003m5V7UAI_Image_Response_a0Z4H00000axbUSUAY,SAMPLE  REMIUM TOBACCOS      TA  SMOKING  SERIOUSLY HARMS    YOU AND OTHERS  AROUND YOU  SELECTED PREMIUM TOBACCOS  NATIONAL  SMOKING  KILLS  TOBACCOS  SELECTED PREMIUM  UI  SMOKING  KILLS  MARLBORO  RED  200S  AED 128  USD 3556  WWWDUBAIDUTYFREECOM  REMIUM  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  SELECTED  PREMIUM  AED  128  USD  3556,MARLBORO,RED,,3
